date,open,high,low,close,volume,Name
2013-04-22,25.81,26.36,25.7,25.97,25652721,FB
2013-04-23,26.215,26.33,25.77,25.98,25151001,FB
2013-04-24,25.93,26.4,25.8,26.11,19708346,FB
2013-04-25,26.07,26.4,26.0,26.14,17096750,FB
2013-04-26,26.6,27.62,26.6,26.85,32967841,FB
2013-04-29,27.16,27.41,26.86,26.98,28921364,FB
2013-04-30,27.13,27.85,27.005,27.769,36190778,FB
2013-05-01,27.85,27.915,27.31,27.43,63608087,FB
2013-05-02,28.0099,29.02,27.98,28.97,104167498,FB
2013-05-03,29.04,29.07,28.15,28.311,58243465,FB
2013-05-06,28.33,28.46,27.48,27.57,43862625,FB
2013-05-07,27.55,27.85,26.85,26.889,41196823,FB
2013-05-08,26.88,27.3,26.65,27.12,34607912,FB
2013-05-09,27.08,27.55,26.85,27.04,33386333,FB
2013-05-10,27.14,27.3,26.57,26.68,30805291,FB
2013-05-13,26.6,27.325,26.531,26.82,29009648,FB
2013-05-14,26.8854,27.28,26.82,27.07,24902009,FB
2013-05-15,26.92,26.99,26.4,26.6,30264929,FB
2013-05-16,26.48,26.55,25.9,26.13,35488576,FB
2013-05-17,26.4,26.6,26.2,26.25,29437107,FB
2013-05-20,26.18,26.19,25.69,25.759,42370906,FB
